CÓDIGO,Departamento,Jurisdicción,Cat.,Nro.,NOMBRE,T,CALLE,Nº,CALLE2,Nº2,CALLE3,Nº3,BARRIO / LOCALIDAD,TELEFONO,COMENTARIO,CH,CA,JA,EA,CTR,JTR,ETR,Unnamed: 23,Ed. Especial,0,Unnamed: 26,0.1,Unnamed: 28,Ed. Especial.1,0.2,Unnamed: 31,0.3,direccion_completa,Latitud,Longitud,Intento
MONTEVIDEO - HABILITADO_121,MONTEVIDEO,ESTE,HABILITADO,121,COOP. MALVIN NORTE -VICMAN-,D,Cno. CARRASCO,4490,,,,,MALVIN NORTE,2525 42 76,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Cno. CARRASCO 4490,-56.120735268895544,-34.87226313217924,1
MONTEVIDEO - HABILITADO_122,MONTEVIDEO,OESTE,HABILITADO,122,Instituto Educacional NERSESIAN,T,Av. AGRACIADA,2842,Av. AGRACIADA,2846,,,CAPURRO,2209 01 65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. AGRACIADA 2842,-56.19628551574253,-34.8783092147997,1
MONTEVIDEO - HABILITADO_125,MONTEVIDEO,OESTE,HABILITADO,125,SAN JOSE DE LA PROVIDENCIA,T,CARLOS MARIA RAMIREZ,56,,,,,BELVEDERE,2308 33 11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CARLOS MARIA RAMIREZ 56,-56.223078915882255,-34.8553739037056,1
MONTEVIDEO - HABILITADO_127,MONTEVIDEO,CENTRO,HABILITADO,127,Bautista DANIEL MC. MURRAY,T,Av. SAN MARTIN,4016,,,,,CERRITO,2216 28 65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. SAN MARTIN 4016,-56.171215421537916,-34.85213929564981,1
MONTEVIDEO - HABILITADO_131,MONTEVIDEO,ESTE,HABILITADO,131,JEAN PIAGET,D,MASSINI,3134,Av. BRASIL,2586,BALTASAR VARGAS,1184,POCITOS,2708 92 99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MASSINI 3134,-56.197927329420445,-34.91051656468993,1
MONTEVIDEO - HABILITADO_132,MONTEVIDEO,CENTRO,HABILITADO,132,NUEVA CULTURA,C,Av. Dr. LUIS A. de HERRERA,2762 - 2762bis,Av. Dr. LUIS A. de HERRERA,2764 bis,Av. Dr. LUIS A. de HERRERA,2758,UNION,2487 30 89,Apto. 002 y 003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. Dr. LUIS A. de HERRERA 2762 - 2762bis,-56.275071532972156,-34.851159374142924,1
MONTEVIDEO - HABILITADO_133,MONTEVIDEO,CENTRO,HABILITADO,133,JOSE BENITO LAMAS,D,IBIROCAHY,4091,,,,,AIRES PUROS,2208 21 59,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,IBIROCAHY 4091,-56.18382335368554,-34.85182698733339,1
MONTEVIDEO - HABILITADO_134,MONTEVIDEO,OESTE,HABILITADO,134,JESUS ISASO,D,HAITI,1606,SANTIN C. ROSSI,4454,,,CERRO,2311 95 15,DIRECCIÓN 2 es Jardin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,HAITI 1606,-56.248679399987296,-34.871767202261765,1
MONTEVIDEO - HABILITADO_135,MONTEVIDEO,ESTE,HABILITADO,135,MIGUEL DE CERVANTES,D,MAIPU,1751,,,,,PARQUE BATLLE,2480 23 50,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MAIPU 1751,-56.145323308891896,-34.89530308674663,1
MONTEVIDEO - HABILITADO_136,MONTEVIDEO,CENTRO,HABILITADO,136,AGUSTIN FERREIRO,D,RIVADAVIA,2085,,,,,LA COMERCIAL,2203 62 85,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RIVADAVIA 2085,-56.17351759476455,-34.881014690158636,1
MONTEVIDEO - HABILITADO_137,MONTEVIDEO,ESTE,HABILITADO,137,AMERICA,T,RIZAL ,3577,,,,,BUCEO,2622 28 55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RIZAL  3577,-56.13601294963757,-34.90103011664506,1
MONTEVIDEO - HABILITADO_138,MONTEVIDEO,CENTRO,HABILITADO,138,INGLES,D,FELICIANO RODRIGUEZ,2776,BRITO DEL PINO,1525,AMÉRICO RICALDONI,2838,PARQUE BATLLE,Dir.1: 2707 48 94    /    Dir.2: 2708 28 67    /    Dir.3: 2708 46 59    /    Dir.4: 2709 28 76 (*),DIRECCIÓN 4 (*): RAFAEL PASTORIZA 1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FELICIANO RODRIGUEZ 2776,-56.15480320301226,-34.9000898166422,1
MONTEVIDEO - HABILITADO_142,MONTEVIDEO,CENTRO,HABILITADO,142,INSTITUTO GESELLIANO (C.I.P.A.G.),D,FCO. VIDIELA,2372,,,,,LA BLANQUEADA,2400 94 24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FCO. VIDIELA 2372,-56.20286909020739,-34.81077027739095,1
MONTEVIDEO - HABILITADO_143,MONTEVIDEO,ESTE,HABILITADO,143,INSTITUTO ARNOLD GESELL,M,RAFAEL PEREZ,1961,,,,,BUCEO,2506 70 63,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RAFAEL PEREZ 1961,-56.130845867975935,-34.88533078245479,1
MONTEVIDEO - HABILITADO_144,MONTEVIDEO,ESTE,HABILITADO,144,SAGRADO CORAZON DE JESUS,D,CAPITAN VILLADEMOROS,2593,,,,,MAROÑAS,2506 63 44 / 2508 33 61,TELÉFONO 2 es INICIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CAPITAN VILLADEMOROS 2593,-56.130351139252745,-34.86515445115662,1
MONTEVIDEO - HABILITADO_146,MONTEVIDEO,ESTE,HABILITADO,146,FEDERICO GARCIA LORCA,C,ENRIQUE ESTRAZULAS,1481,PILCOMAYO,5088,,,MALVIN,2613 32 09 / 2613 58 29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ENRIQUE ESTRAZULAS 1481,-56.098258781587006,-34.894186655827546,1
MONTEVIDEO - HABILITADO_147,MONTEVIDEO,ESTE,HABILITADO,147,COLEGIO DEL SUR,D,VERDI,4431,COLOMBES, 1338 / 1340,,,BUCEO,2619 11 60 / 2613 51 49(*),DIRECCIÓN 1 es además JARDÍN DEL SUR (*),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,VERDI 4431,-56.1169798624963,-34.89463853102418,1
MONTEVIDEO - HABILITADO_148,MONTEVIDEO,OESTE,HABILITADO,148,CEN. ED. ADVENTISTA (C.E.A.),D,SANTA LUCIA,4420,,,,,BELVEDERE,2307 29 07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SANTA LUCIA 4420,-56.2252351529082,-34.85203437004334,1
MONTEVIDEO - HABILITADO_152,MONTEVIDEO,CENTRO,HABILITADO,152,LA MERCED,T,Dr. JUAN JOSE DE AMEZAGA,2018,,,,,VILLA MUÑOZ,2203 48 65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Dr. JUAN JOSE DE AMEZAGA 2018,-56.17454210474291,-34.885242373253874,1
MONTEVIDEO - HABILITADO_154,MONTEVIDEO,ESTE,HABILITADO,154,PUNTA CARRETAS LTDA.,D,GARCIA CORTINAS,2432,,,,,PUNTA CARRETAS,2711 97 31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,GARCIA CORTINAS 2432,-56.159332267998046,-34.9247192504221,1
MONTEVIDEO - HABILITADO_155,MONTEVIDEO,OESTE,HABILITADO,155,EMILIO C. TACCONI,D,Cno. EDISON,4808,,,,,PEÑAROL,2358 29 52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Cno. EDISON 4808,-56.20930114145272,-34.825883131533026,1
MONTEVIDEO - HABILITADO_157,MONTEVIDEO,CENTRO,HABILITADO,157,ESCUELA DEL PARQUE,D,Av. Dr. FRANCISCO SOCA,1386,,,,,PARQUE BATLLE,2707 94 54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. Dr. FRANCISCO SOCA 1386,-56.15553745577534,-34.904061156160864,1
MONTEVIDEO - HABILITADO_159,MONTEVIDEO,OESTE,HABILITADO,159,ERIK ERIKSON,T,Av. MILLAN,3058,Av. MILLAN,3131 (*),Av. MILLAN,3133,PRADO,2201 08 81 / 2203 27 35(*),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. MILLAN 3058,-56.19080040514723,-34.870317484688144,1
MONTEVIDEO - HABILITADO_160,MONTEVIDEO,OESTE,HABILITADO,160,CHRISTIAN ANDERSEN,D,Av. MILLAN,4392,,,,,PRADO,2355 09 28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. MILLAN 4392,-56.2053637397953,-34.844066459321056,1
MONTEVIDEO - HABILITADO_163,MONTEVIDEO,ESTE,HABILITADO,163,URUGUAYAN AMERICAN SCHOOL,D,Av. Dra. SALDUN DE RODRÍGUEZ,2375,,,,,CARRASCO,2600 76 81,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. Dra. SALDUN DE RODRÍGUEZ 2375,-56.07722790778968,-34.873881342774055,1
MONTEVIDEO - HABILITADO_164,MONTEVIDEO,ESTE,HABILITADO,164,HORACIO QUIROGA,T,Av. ESTANISLAO LOPEZ,4806,HIPOLITO IRIGOYEN,1642,,,BUCEO,2619 11 59,DIRECCIÓN 2 es además JARDÍN COLORES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. ESTANISLAO LOPEZ 4806,-56.105128798635995,-34.88830968828864,1
MONTEVIDEO - HABILITADO_167,MONTEVIDEO,CENTRO,HABILITADO,167,ESCUELA WARA,M,DURAZNO ,1480,,,,,BARRIO SUR,2410 95 75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,DURAZNO  1480,-56.1833877927982,-34.9101137785715,1
MONTEVIDEO - HABILITADO_169,MONTEVIDEO,CENTRO,HABILITADO,169,FORWARD,T,JOAQUIN REQUENA,1627,,,,,CORDON,2402 37 82,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,JOAQUIN REQUENA 1627,-56.17022209291605,-34.89899108439309,1
MONTEVIDEO - HABILITADO_170,MONTEVIDEO,OESTE,HABILITADO,170,SONRISITAS,T,POLONIA ,3953,,,,,CERRO,094 015 722,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,POLONIA  3953,-56.25667786898012,-34.88117311807403,1
MONTEVIDEO - HABILITADO_171,MONTEVIDEO,ESTE,HABILITADO,171,THE ANGLO SCHOOL,D,Av. Dra. SALDUN DE RODRÍGUEZ,2195,,,,,CARRASCO NORTE,2600 64 52  Int. 102,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. Dra. SALDUN DE RODRÍGUEZ 2195,-56.079514349768324,-34.877725820324635,1
MONTEVIDEO - HABILITADO_172,MONTEVIDEO,OESTE,HABILITADO,172,DE LOS MOLINOS,D,MOLINOS DE RAFFO,796,AV. MILLÁN,4532,MOLINOS DE RAFFO,780,SAYAGO,2307 87 67 / 2359 39 41,DIRECCIÓN 3 es el Jardín (2308 15 36),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MOLINOS DE RAFFO 796,-56.209572063469494,-34.842949395436605,1
MONTEVIDEO - HABILITADO_175,MONTEVIDEO,OESTE,HABILITADO,175, BET-EL,D,Cno. CASTRO,307,,,,,PRADO,2307 81 87,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Cno. CASTRO 307,-56.21055175336505,-34.8547434403282,1
MONTEVIDEO - HABILITADO_178,MONTEVIDEO,OESTE,HABILITADO,178,OLGA CARROZELLI,D ,Av. LEZICA,6204,,,,,LEZICA,2323 47 11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. LEZICA 6204,-56.243761518002096,-34.79987579703703,1
MONTEVIDEO - HABILITADO_179,MONTEVIDEO,CENTRO,HABILITADO,179,SAINT BRENDAN'S SCHOOL, D,Av. Gral. RIVERA,2314,JOAQUÍN NUÑEZ,2774 / 2778(*),JOAQUÍN NUÑEZ,2784(*),CORDON / POCITOS(*),2409 49 39 / 2710 06 03(*),DIRECCIÓN 4: Bv. ARTIGAS 444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. Gral. RIVERA 2314,-56.165032197633096,-34.90208948955509,1
MONTEVIDEO - HABILITADO_180,MONTEVIDEO,OESTE,HABILITADO,180,ATAHUALPA,D ,CARMELO ,1415,,,,,PRADO,2336 44 54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CARMELO  1415,-56.191281112225276,-34.86254450133377,1
MONTEVIDEO - HABILITADO_181,MONTEVIDEO,ESTE,HABILITADO,181,GUSTAVO ADOLFO BECQUER,D ,Av. Gral. RIVERA,4606,,,,,MALVIN,2619 30 58,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. Gral. RIVERA 4606,-56.11186859234771,-34.891616861318674,1
MONTEVIDEO - HABILITADO_182,MONTEVIDEO,ESTE,HABILITADO,182,REINA REYES,D,CAPITAN LACOSTA,4138,,,,,,2227 20 21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CAPITAN LACOSTA 4138,-56.139020032171494,-34.811199386309646,1
MONTEVIDEO - HABILITADO_185,MONTEVIDEO,ESTE,HABILITADO,185,COLEGIO Y LICEO FRANCES,D,BENIGNO PAIVA,1160,,,,,BUCEO,2628 55 44,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,BENIGNO PAIVA 1160,-56.12937380851705,-34.90387717859668,1
MONTEVIDEO - HABILITADO_188,MONTEVIDEO,CENTRO,HABILITADO,188,PAULO FREIRE,D,Av. ITALIA,3022,JUAN SPIKERMAN ,2068(*),,,LA BLANQUEADA,2480 08 99 / 2481 09 37(*),DIRECCIÓN 2 es el Jardín(*),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. ITALIA 3022,-56.14889559500602,-34.88957920212812,1
MONTEVIDEO - HABILITADO_189,MONTEVIDEO,ESTE,HABILITADO,189,WOODLANDS SCHOOL,D,SAN CARLOS DE BOLIVAR,,,,,,CARRASCO,2601 46 02 / 2601 88 29,Otros teléfonos: 2601 88 99 / 2604 27 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SAN CARLOS DE BOLIVAR,-56.07183216964348,-34.887091956527314,1
MONTEVIDEO - HABILITADO_190,MONTEVIDEO,CENTRO,HABILITADO,190,THE ANGLO SCHOOL,D,SAN JOSE,1426,JAVIER BARRIOS AMORÍN,1275,,,CORDON,2902 37 73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SAN JOSE 1426,-56.18490550360649,-34.90647017356622,1
MONTEVIDEO - HABILITADO_193,MONTEVIDEO,OESTE,HABILITADO,193,VAN GOGH,D,CARLOS MARIA RAMIREZ,140,BELVEDERE,4376(*),,,BELVEDERE,2307 82 54 / 2308 65 93(*),DIRECCIÓN 2 es además JARDÍN PILLÍN(*),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CARLOS MARIA RAMIREZ 140,-56.224016819122056,-34.85614474494641,1
MONTEVIDEO - HABILITADO_195,MONTEVIDEO,ESTE,HABILITADO,195,ALEMAN,D,Av. Dr. FRANCISCO SOCA,1356,GABRIEL PEREIRA,2815 / 2827,,,POCITOS,2708 43 81,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. Dr. FRANCISCO SOCA 1356,-56.155236898128074,-34.904776569424556,1
MONTEVIDEO - HABILITADO_197,MONTEVIDEO,ESTE,HABILITADO,197,SCUOLA ITALIANA,T,Gral. FRENCH,2180,,,,,CARRASCO,2600 15 27  Int. 119,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Gral. FRENCH 2180,-56.04801986680432,-34.871633807265326,1
MONTEVIDEO - HABILITADO_199,MONTEVIDEO,OESTE,HABILITADO,199,COLEGIO ED. GANDHI,D,JOAQUÍN SUAREZ,2868,,,,,BELLA VISTA,2200 31 19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,JOAQUÍN SUAREZ 2868,-56.19652548619067,-34.87738625576669,1
MONTEVIDEO - HABILITADO_200,MONTEVIDEO,CENTRO,HABILITADO,200,LIFE SCHOOL,D,CANELONES,1069,,,,,CENTRO,2900 71 78,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CANELONES 1069,-56.192758644234175,-34.908772217258154,1
MONTEVIDEO - HABILITADO_201,MONTEVIDEO,ESTE,HABILITADO,201,EDU SCHOOL,D,FCO. SOLANO ANTUÑA,2618,,,,,PUNTA CARRETAS,2710 25 72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FCO. SOLANO ANTUÑA 2618,-56.15710028662679,-34.916588559194906,1
MONTEVIDEO - HABILITADO_202,MONTEVIDEO,CENTRO,HABILITADO,202,GIRATIERRA,D,DAMASO ANTONIO LARRAÑAGA,3246,,,,,PARQUE BATLLE,2481 89 92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,DAMASO ANTONIO LARRAÑAGA 3246,-56.15209179875769,-34.87932942656229,1
MONTEVIDEO - HABILITADO_203,MONTEVIDEO,ESTE,HABILITADO,203,STELLA MARIS,D,MAXIMO TAJES,7359,HERMANO PATRICK KELLY,2269,VICTOR SUDRIERS,7346,CARRASCO,2600 07 02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MAXIMO TAJES 7359,-56.045710048456435,-34.87480373429009,1
MONTEVIDEO - HABILITADO_205,MONTEVIDEO,OESTE,HABILITADO,205,JUAN MANUEL BLANES,D,Av. MILLAN,4024,LUIS A. de HERRERA,4611(*),,,PRADO,2336 18 38 / 2337 52 72(*),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. MILLAN 4024,-56.197191289690174,-34.85280237093001,1
MONTEVIDEO - HABILITADO_206,MONTEVIDEO,ESTE,HABILITADO,206,SOL DE JULIO,D,ABIPONES,5827,,,,,BELLA  ITALIA,2514 07 90,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ABIPONES 5827,-56.12325802716986,-34.837576332871365,1
MONTEVIDEO - HABILITADO_207,MONTEVIDEO,OESTE,HABILITADO,207,JUANA DE AMERICA,D,GRITO DE ASENCIO,1136,,,,,BELLA VISTA,2208 48 50,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,GRITO DE ASENCIO 1136,-56.19770093686182,-34.875161871664154,1
MONTEVIDEO - HABILITADO_208,MONTEVIDEO,CENTRO,HABILITADO,208,PABLO ANDION,D,LOCARNO,3629,,,,,J. DEL HIPODROMO,2511 77 86,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LOCARNO 3629,-56.13485465388859,-34.83595491153367,1
MONTEVIDEO - HABILITADO_209,MONTEVIDEO,OESTE,HABILITADO,209,PRADO SCHOOL,D,19 DE ABRIL,1106,,,,,PRADO,2336 74 88,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,19 DE ABRIL 1106,-56.20107902361334,-34.86278321320658,1
MONTEVIDEO - HABILITADO_210,MONTEVIDEO,CENTRO,HABILITADO,210,URUGUAY PIRI,D,VILARDEBO,1209,GRAL. FRAGA ,2195,,,REDUCTO,2203 43 39,DIRECCIÓN1 es además JARDÍN CAPERUCITA ROJA(*),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,VILARDEBO 1209,-56.192917462693266,-34.877609973128344,1
MONTEVIDEO - HABILITADO_211,MONTEVIDEO,CENTRO,HABILITADO,211,INTEGRAL EDUC-ARTE,T,Av. JOSE BELLONI,6210,,,,,MANGA,2227 51 21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. JOSE BELLONI 6210,-56.13571066186858,-34.7857065427708,1
MONTEVIDEO - HABILITADO_212,MONTEVIDEO,ESTE,HABILITADO,212,EL CANTARO FRESCO,T,GRATHIBAUT,1773,,,,,BUCEO,2481 58 51,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,GRATHIBAUT 1773,-56.133384276005934,-34.89236991409136,1
MONTEVIDEO - HABILITADO_213,MONTEVIDEO,CENTRO,HABILITADO,213,NUEVA GENERACIÓN,D,AV. J. BELLONI,3231,,,,,MAROÑAS,2513 91 08,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AV. J. BELLONI 3231,-56.13410791353473,-34.84794325974194,1
MONTEVIDEO - HABILITADO_214,MONTEVIDEO,ESTE,HABILITADO,214,MAHANAIM,D,AV. ITALIA,4188,,,,,MALVIN,2614 29 01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AV. ITALIA 4188,-56.117027096273844,-34.887421573058845,1
MONTEVIDEO - HABILITADO_215,MONTEVIDEO,ESTE,HABILITADO,215,IMAGINATE,D,JUAN BAUTISTA ALBERDI,5890,,,,,CARRASCO,2600 27 91,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,JUAN BAUTISTA ALBERDI 5890,-56.08083023626704,-34.88528282287574,1
MONTEVIDEO - HABILITADO_217,MONTEVIDEO,CENTRO,HABILITADO,217,ACJ - ASOC. CRISTIANA DE JOVENES,,EDUARDO ACEVEDO,1629,COLONIA,1870(*),,,CORDÓN,2402 38 30 / 2400 11 16(*),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,EDUARDO ACEVEDO 1629,-56.17759290435617,-34.89992586551353,1
MONTEVIDEO - HABILITADO_218,MONTEVIDEO,ESTE,HABILITADO,218,MONTEVIDEO COLLEGE,D,26 DE MARZO,1130,,,,,POCITOS,2707 48 82,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,26 DE MARZO 1130,-56.15011935414156,-34.910451504750135,1
MONTEVIDEO - HABILITADO_219,MONTEVIDEO,OESTE,HABILITADO,219,INSTITUTO DE LOS JOVENES (IDEJO),D,AV. 19 DE ABRIL,3333,,,,,PRADO,2309 35 53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AV. 19 DE ABRIL 3333,-56.20460626469605,-34.86839167529855,1
MONTEVIDEO - HABILITADO_220,MONTEVIDEO,CENTRO,HABILITADO,220,NUEVA ESPERANZA,D,IRURETA GOYENA,3359,,,,,VILLA ESPAÑOLA,2506 96 01 ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,IRURETA GOYENA 3359,-56.14814602472858,-34.85976868485223,1
MONTEVIDEO - HABILITADO_221,MONTEVIDEO,CENTRO,HABILITADO,221,JOSE E. RODO,D,Cno. MALDONADO,5474,,,,,FLOR DE MAROÑAS,2513 60 52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Cno. MALDONADO 5474,-56.12586933812382,-34.84646635524423,1
MONTEVIDEO - HABILITADO_222,MONTEVIDEO,ESTE,HABILITADO,222,ALFA Y OMEGA,D,Av. JOSE BELLONI,5894,,,,,PIEDRAS BLANCAS,2227 93 03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. JOSE BELLONI 5894,-56.13592884782548,-34.79264000445236,1
MONTEVIDEO - HABILITADO_223,MONTEVIDEO,ESTE,HABILITADO,223,RAYUELA,D,AV. ITALIA,3185,,,,,LA BLANQUEADA,2487 13 11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AV. ITALIA 3185,-56.14615247463434,-34.887949933400755,1
MONTEVIDEO - HABILITADO_224,MONTEVIDEO,CENTRO,HABILITADO,224,LOS ROSALES,D,CAPITAN TULA,5150,,,,,CASAVALLE,2222 62 03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CAPITAN TULA 5150,-56.14665155733952,-34.90012438195732,1
MONTEVIDEO - HABILITADO_225,MONTEVIDEO,CENTRO,HABILITADO,225,DELMIRA AGUSTINI,D,BR. ARTIGAS,3062,,,,,BRAZO ORIENTAL,2481 17 25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,BR. ARTIGAS 3062,-56.167370478044795,-34.870593208060505,1
MONTEVIDEO - HABILITADO_226,MONTEVIDEO,OESTE,HABILITADO,226,ROSA MÍSTICA,D,PEDRO DE VALDIVIA,5315,AVDA. GARZÓN,1499,,,COLÓN,2320 70 47,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,PEDRO DE VALDIVIA 5315,-56.22081764277566,-34.81787630046634,1
MONTEVIDEO - HABILITADO_227,MONTEVIDEO,OESTE,HABILITADO,227,KALA- BETHUEL,,FRAY LUIS DE LEÓN,2458,,,,,MARACANÁ,2318 01 29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FRAY LUIS DE LEÓN 2458,-56.273592604571526,-34.848388961998346,1
MONTEVIDEO - HABILITADO_228,MONTEVIDEO,ESTE,HABILITADO,228,EDUVI,V,RUTA 8 KM 13200,6902,,,,,PUNTA DE RIELES,2513 48 13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 8 KM 13200 6902,-34.8299179,-56.11754884797109,3
MONTEVIDEO - HABILITADO_229,MONTEVIDEO,OESTE,HABILITADO,229,LAJAU,,GRAL PALLEJAS,2590,,,,,ARROYO SECO,2203 39 16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,GRAL PALLEJAS 2590,-56.19422675578634,-34.88074153258514,1
MONTEVIDEO - HABILITADO_230,MONTEVIDEO,CENTRO,HABILITADO,230,LIBER FALCO,D,BVAR. ARTIGAS,2310,,,,,LA BLANQUEADA,2481 69 21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,BVAR. ARTIGAS 2310,-56.16585244740092,-34.884733546253116,1
MONTEVIDEO - HABILITADO_231,MONTEVIDEO,ESTE,HABILITADO,231,RUDOLF STEINER,D,AV. BOLIVIA,242,,,,,CARRASCO,2600 83 23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AV. BOLIVIA 242,-56.060866454414196,-34.89481360443397,1
MONTEVIDEO - HABILITADO_232,MONTEVIDEO,CENTRO,HABILITADO,232,IMPULSO,C,AV. SAN MARTÍN,4701,,,,,CERRITO,2216 00 50,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AV. SAN MARTÍN 4701,-56.07287537989884,-34.89167178283472,1
MONTEVIDEO - HABILITADO_233,MONTEVIDEO,ESTE,HABILITADO,233,SANTA MARGARITA,,JOAQUIN DE LA SAGRA,,,,,,,092 641 190,,,,,,,,,,,,,,,,,,,JOAQUIN DE LA SAGRA,-56.1018504830946,-34.87041498261264,1
MONTEVIDEO - HABILITADO_234,MONTEVIDEO,OESTE,HABILITADO,234,JUAN BAUTISTA CROSA,,AV. GARZON ,1835,,,,,COLON,2323 34 68,,,,,,,,,,,,,,,,,,,AV. GARZON  1835,-56.22148732034258,-34.809034942561475,1
